rowid,inst_name_full,country.name,year,region,inst_type,mfiname,asofdate,inst_num,year_founded,permfi,mfiid,diamonds,assets,numborrs,numborrsind,numborrsgrp,numborrsshg,numloans,numloansind,numloansgrp,numloansshg,loanport,loanportind,loanportgrp,loanportshg,avgbalnc,avgbalncpinc,avgloanpbpinc,oss,frpa,fepa,oepa,cpb,cpl,par30,par90,writeoffratio,loanlossrate,maxdiamonds,regular_case,log_par30,log_par90,age,share_grp,log_avg_loan,log_ass_loan,log_numborrs,wdi_gdpgrowth,wdi_rural,wdi_laborforce,wdi_fdi,wdi_manufac,wdi_agricul,wdi_remittances,wdi_gini,wdi_inflation,wdi_privcredit,wdi_bankdens,wdi_atmdens,db_getcredit,db_enfcontract,db_registprop,wgi_cor,wgi_eff,wgi_reg,wgi_acc,wgi_law,wgi_sta,wdi_gdp,wdi_gdp_sq,swiid_gini,hdi,hdi_sq,efi_score,fgi_econ,fgi_ineq,cooperation,coop_srvy_years,ling_cluster
767,Crediscotia Financiera,Peru,2008,Latin America and The Caribbean,NBFI,Crediscotia,2008-12-31,259,1994,1,100716,5,442097770.7,508563,0,0,0,540397,539638,0,0,372575159.24,364683757.96,0,0,689.45,0.1728,0.1836,1.0148,0.3828,0.0891,0.196,134.4691,131.198,0.074,0.0415,0.0932,0.0898,5,TRUE,-2.6036901857779675,-3.1820618517454844,14,0.0211806962549446,6.53589001159352,0.171092271056525,13.13934438060186,8.34694304031613,23.948,81.207,5.74335697642786,16.2965420065264,7.16094114578461,2.02706961928358,47.5,5.78587598206754,29.7639607500021,6.71180447977011,20.2062771366835,81.3,54.2,69.4,-0.206874340772629,-0.43431293964386,0.320967674255371,0.152134746313095,-0.730335593223572,-0.892661690711975,9262.15113614585,85787443.66880786,49.4,0.708,0.501264,63.75845355,5.7,8.1,8.44589236485102,2001; 2012; 2018,cluster_02
768,Crediscotia Financiera,Peru,2009,Latin America and The Caribbean,NBFI,Crediscotia,2009-12-31,259,1994,1,100716,5,698419031.14,679415,677211,0,0,696264,694060,0,0,621494117.65,619648096.89,0,0,892.61,0.2125,0.2178,0.9601,0.3972,0.0693,0.1989,190.9806,183.4624,0.0958,0.0648,0.1887,0.1837,5,TRUE,-2.3454925940053224,-2.7364496756239083,15,0.00297029482270916,6.79415282636618,0.116692807638545,13.42898741276928,0.387889020776356,23.759,81.826,5.32237544034606,15.2930541321031,7.40390665571257,1.99357606247792,47,2.9362315359669906,30.0145290325562,6.82272935845916,23.869563399763,81.3,54.2,69.4,-0.332539886236191,-0.492372304201126,0.366641789674759,0.08349042385816569,-0.624266803264618,-1.1800479888916,9298.07800349067,86454254.55899704,48.6,0.711,0.505521,64.61847606,5.6,8.2,8.44589236485102,2001; 2012; 2018,cluster_02
769,Crediscotia Financiera,Peru,2010,Latin America and The Caribbean,NBFI,Crediscotia,2010-12-31,259,1994,1,100716,5,936726690.39,628814,0,0,0,665080,665080,0,0,823506761.57,823506761.57,0,0,1238.21,0.2487,0.2631,1.1669,0.3644,0.0528,0.1654,199.1477,192.5051,0.0723,0.0259,0.10780000000000001,0.107,5,TRUE,-2.626931149817418,-3.653512310276645,16,0,7.12141970516504,0.128819793518319,13.35159078448032,7.51616967333678,23.57,82.523,5.73082661489074,15.5564992898,6.82799723597835,1.71756874165066,45.5,1.52832059732903,30.261687153432,6.91906400242621,27.1390922089467,81.3,55.3,75.1,-0.253887414932251,-0.239865243434906,0.39282089471817,0.111124783754349,-0.566099524497986,-0.999915421009064,9996.93732259223,99938755.83183752,47.9,0.725,0.525625,67.6,5.6,8,8.44589236485102,2001; 2012; 2018,cluster_02
770,Crediscotia Financiera,Peru,2011,Latin America and The Caribbean,NBFI,Crediscotia,2011-12-31,259,1994,1,100716,5,1294976296.3,714169,0,0,0,771082,771082,0,0,1175347407.41,1175347407.41,0,0,1524.28,0.3007,0.3246,1.1494,0.3342,0.0641,0.1344,217.5568,206.4229,0.0561,0.0381,0.0803,0.0458,5,TRUE,-2.8806194664534863,-3.2675409968494815,17,0,7.32927960445009,0.096928621192106,13.47887490799183,5.43211009632483,23.383,82.148,4.47262658184166,15.0914598699078,7.10011013658205,1.57017608748453,44.7,3.36931095333853,32.3092275000503,7.17411021105299,31.7391190231545,81.3,55.3,76.3,-0.243967726826668,-0.20681169629097,0.404832929372787,0.131239607930183,-0.580825686454773,-0.760749697685242,10539.981964216,111091219.80599856,47.1,0.732,0.535824,68.6,5.1,8,8.44589236485102,2001; 2012; 2018,cluster_02
771,Crediscotia Financiera,Peru,2013,Latin America and The Caribbean,NBFI,Crediscotia,2013-12-31,259,1994,1,100716,3,1256097857.14,688785,0,0,0,2612480,2612480,0,0,1027442500,1027442500,0,0,393.28,0.0627,0.2379,1.1351,0.2852,0.0427,0.1189,229.3384,164.7275,0.1041,0.0737,0.1095,0.1095,5,TRUE,-2.262403303361214,-2.6077524797868463,19,0,5.97452802197472,0.2009372719949,13.44268445485505,4.83334779976734,23.011,81.527,4.75735076256687,14.831406515612,6.66831016491401,1.34571396885726,43.9,2.76789666081994,37.7199291764532,7.94095625523365,41.9588056764068,81.3,53.9,76.2,-0.46063831448555,-0.150920063257217,0.40630167722702,0.0847850143909454,-0.574129939079285,-0.805739760398865,11620.6444470691,135039377.36519793,45.9,0.75,0.5625,68.2,4.1,7.8,8.44589236485102,2001; 2012; 2018,cluster_02
772,"Credit Consumer Cooperative Credit Union ""Alteya""",Russia,2008,Eastern Europe and Central Asia,Credit Union/Cooperative,Alteya,2008-12-31,79,1993,1,101823,4,2079764.24,1486,1484,0,0,1610,1610,0,0,1793745.91,1793745.91,0,0,1114.13,0.1156,0.1252,1.4044,0.2151,0.1036,0.0496,70.0691,65.8138,0.0359,0.0213,0,0,4,TRUE,-3.3270179834879032,-3.8490482062667577,15,0,7.01582722036959,0.147948420751398,7.3038432252777,5.24621001829865,26.402,73.225,4.50269877799769,14.9331548589743,3.75334118813491,0.345424480117308,41.6,14.1107677840442,41.5540438231948,35.5723837668047,61.6297710258235,NA,NA,NA,-1.12522864341736,-0.41094028949737493,-0.349167257547379,-0.870993554592133,-1.01145589351654,-0.749933898448944,24887.853515625,619405252.6152077,37.3,0.791,0.625681,49.76019987,3.7,7.9,7.79046618715792,1999; 2006; 2008; 2011; 2017,cluster_03
773,"Credit Consumer Cooperative Credit Union ""Alteya""",Russia,2010,Eastern Europe and Central Asia,Credit Union/Cooperative,Alteya,2010-12-31,79,1993,1,101823,3,2880111.59,2215,0,0,0,2288,2288,0,0,2477748.61,2455037.74,0,0,1082.93,0.0957,0.0988,1.0672,0.2093,0.1229,0.0733,100.8668,94.1675,0.0425,0.0385,0,0,4,TRUE,-3.1582512030517655,-3.2570970376883985,17,0,6.98742753477627,0.150478710613318,7.70300768247924,4.45309639834757,26.313,72.677,2.83082730005737,12.8154704732836,3.34389824902913,0.344282238786594,39.5,6.8493923025503,42.8400452492052,35.0608313817745,95.585365052063,NA,NA,NA,-1.09921479225159,-0.601510107517242,-0.310507625341415,-0.889000535011292,-0.79579108953476,-0.929458737373352,23961.220703125,574140097.5838661,36,0.796,0.633616,50.3,5.1,7.9,7.79046618715792,1999; 2006; 2008; 2011; 2017,cluster_03
774,"Credit Consumer Cooperative Credit Union ""Alteya""",Russia,2011,Eastern Europe and Central Asia,Credit Union/Cooperative,Alteya,2011-12-31,79,1993,1,101823,3,3140718.75,2197,0,0,0,2359,2359,0,0,2646687.5,2646687.5,0,0,1121.95,0.108,0.116,1.0476,0.2185,0.1331,0.0755,102.9631,97.7562,0.0511,0.0429,0,0,4,TRUE,-2.973970781772478,-3.1488834530481657,18,0,7.02282633665308,0.17114281690367,7.69484807238461,4.21872333852829,26.268,72.933,2.69235742380976,11.4709337154407,3.1507257212962,0.298313388097615,39.7,8.44046485932559,41.6986059819676,36.7453019481532,117.000524307404,NA,NA,NA,-1.07437682151794,-0.601379692554474,-0.31161817908287,-0.8835938572883609,-0.7472642064094541,-0.998262107372284,24972.078125,623604685.8811035,35.8,0.808,0.652864,50.5,4.6,7.6,7.79046618715792,1999; 2006; 2008; 2011; 2017,cluster_03
775,Credit Mongol,Mongolia,2010,Eastern Europe and Central Asia,NBFI,Credit Mongol,2010-12-31,261,2000,1,101400,4,8493045.88,2203,0,0,0,2203,2203,0,0,6935023.51,6935023.51,0,0,3147.99,1.464,1.464,1.3161,0.3233,0.0848,0.1479,509.0565,NA,0.0291,0.0285,2e-4,2e-4,4,TRUE,-3.537017104804691,-3.5578511917075324,10,0,8.05451965497345,0.202663253067607,7.69757534680234,4.95587799983788,32.433,61.977,23.5263371265589,6.81401359516201,11.7325631980129,3.7032232233506694,33.1,10.0462065881651,34.191265820963,54.6113875826602,18.4892797443139,56.3,71.8,82.6,-0.733134984970093,-0.565998375415802,-0.258041173219681,0.0884936228394508,-0.364841192960739,0.597042262554169,7518.83111825442,56532821.38483102,34,0.701,0.491401,60,5.7,5.9,7.413234687903,2020,cluster_04
776,Credit Mongol,Mongolia,2011,Eastern Europe and Central Asia,NBFI,Credit Mongol,2011-12-31,261,2000,1,101400,4,13054261.09,2748,0,0,0,2748,2748,0,0,9780686.15,9780686.15,0,0,3559.2,1.3778,1.3778,1.3031,0.2834,0.0969,0.1327,576.2141,573.7804,0.0082,0.0057,0,-0.0153,4,TRUE,-4.803621124711929,-5.167289104141632,11,0,8.17729154469448,0.28870496070662,7.91862865334224,15.520347848712998,32.037,63.239,43.9121116164398,7.06994259514331,10.3073568180221,2.3981505619041,33.9,8.41121495327101,43.4934673304814,65.6897222376579,31.4556524914464,56.3,71.8,82.5,-0.696974515914917,-0.580542683601379,-0.238061502575874,0.05206023156642909,-0.262269258499146,0.606538891792297,8685.77986196478,75442771.81051292,34,0.709,0.502681,59.5,5.3,6.2,7.413234687903,2020,cluster_04
777,Credit Mongol,Mongolia,2013,Eastern Europe and Central Asia,NBFI,Credit Mongol,2013-12-31,261,2000,1,101400,4,13439299.51,2292,0,0,0,2292,2292,0,0,10804655.34,10804655.34,0,0,4714.07,1.8248,1.8248,1.0936,0.332,0.1138,0.185,NA,NA,0.0185,0.0137,0,0,4,TRUE,-3.989984546897858,-4.290359446148058,13,0,8.45830757138446,0.218206122690242,7.73718007783463,9.57679234639124,31.903,62.296,16.3700755247253,8.72166390595252,13.4140624661601,2.04365137609965,NA,10.4906567588242,59.8748579263026,70.6781151090359,49.6865223382323,68.8,71.8,82.7,-0.477977752685547,-0.543920457363129,-0.332616418600082,0.108955517411232,-0.362178117036819,0.49132078886032093,10504.8147046596,110351131.97923256,33.9,0.726,0.527076,61.7,4.7,6.3,7.413234687903,2020,cluster_04
778,Credit Mongol,Mongolia,2014,Eastern Europe and Central Asia,NBFI,Credit Mongol,2014-12-31,261,2000,1,101400,2,8794267.58,1372,0,0,0,1372,1372,0,0,5784764.61,5784764.61,0,0,4216.3,1.1184,1.1184,1.0956,0.2542,0.0905,0.141,875.6688,875.6688,0.0264,0.0189,0,0,4,TRUE,-3.6343912688298663,-3.96859335691654,14,0,8.34671341978146,0.418872427756946,7.22402480828583,5.74188399855421,31.837,62.891,2.76258832349848,8.77729309280592,13.3412210877097,2.0866275698229,32,12.253980812976,59.2943187114931,71.2298739991016,58.3610100965972,68.8,70.2,82.7,-0.47189313173294106,-0.429426044225693,-0.277615696191788,0.241462215781212,-0.330959737300873,0.791901171207428,11107.9889792642,123387419.16345492,33.9,0.729,0.531441,58.9,4.6,6.5,7.413234687903,2020,cluster_04
779,Credit Union 'Doveriye' (Amursk),Russia,2008,Eastern Europe and Central Asia,Credit Union/Cooperative,Doveriye (Amursk),2008-12-31,274,1999,1,101857,3,6177930.58,2909,2909,0,0,2909,2909,0,0,6226227.9,6226227.9,0,0,2140.33,0.2225,0.2225,1.0284,0.3011,0.2371,0.0557,119.6445,119.6445,0.0141,0.005,0,0,4,TRUE,-4.261580481598014,-5.298317366548036,9,0,7.66871657538008,-0.00778731812390753,7.9755646584952,5.24621001829865,26.402,73.225,4.50269877799769,14.9331548589743,3.75334118813491,0.345424480117308,41.6,14.1107677840442,41.5540438231948,35.5723837668047,61.6297710258235,NA,NA,NA,-1.12522864341736,-0.41094028949737493,-0.349167257547379,-0.870993554592133,-1.01145589351654,-0.749933898448944,24887.853515625,619405252.6152077,37.3,0.791,0.625681,49.76019987,3.7,7.9,7.79046618715792,1999; 2006; 2008; 2011; 2017,cluster_03
780,Credit Union 'Doveriye' (Amursk),Russia,2009,Eastern Europe and Central Asia,Credit Union/Cooperative,Doveriye (Amursk),2009-12-31,274,1999,1,101857,4,8064731.11,3178,3178,0,0,3194,3194,0,0,7791323,7791323,0,0,2439.36,0.2749,0.2763,0.8699,0.175,0.1657,0.0355,82.9987,82.7811,0.021,0.008,0,0,4,TRUE,-3.863232841258714,-4.8283137373023015,10,0,7.79949190777135,0.0344896920797625,8.06400734709666,-7.827749976723299,26.358,72.979,2.99212947973039,12.897971424446,4.08444869720522,0.417542540730349,39.8,11.6473295764118,45.2609092974413,34.6430087422685,72.4253706513887,NA,NA,NA,-1.14130687713623,-0.495853245258331,-0.288328468799591,-0.89992368221283,-0.806498229503632,-0.9699265956878659,22939.693359375,526229531.4221534,36.7,0.789,0.622521,50.78865127,4.6,8.1,7.79046618715792,1999; 2006; 2008; 2011; 2017,cluster_03
781,Credit Union 'Doveriye' (Amursk),Russia,2010,Eastern Europe and Central Asia,Credit Union/Cooperative,Doveriye (Amursk),2010-12-31,274,1999,1,101857,3,11489596.32,3440,0,0,0,3440,3440,0,0,10321595.01,10579356.74,0,0,3000.46,0.2651,0.2651,0.9995,0.1594,0.1594,0.0318,93.9666,93.74,0.0184,0.0097,0.001,0.001,4,TRUE,-3.9954046143671973,-4.6356293934728,11,0,8.00652211094038,0.107203654740666,8.14322675036744,4.45309639834757,26.313,72.677,2.83082730005737,12.8154704732836,3.34389824902913,0.344282238786594,39.5,6.8493923025503,42.8400452492052,35.0608313817745,95.585365052063,NA,NA,NA,-1.09921479225159,-0.601510107517242,-0.310507625341415,-0.889000535011292,-0.79579108953476,-0.929458737373352,23961.220703125,574140097.5838661,36,0.796,0.633616,50.3,5.1,7.9,7.79046618715792,1999; 2006; 2008; 2011; 2017,cluster_03
782,Credit Union 'Doveriye' (Amursk),Russia,2011,Eastern Europe and Central Asia,Credit Union/Cooperative,Doveriye (Amursk),2011-12-31,274,1999,1,101857,4,13957187.5,3766,0,0,0,3766,3766,0,0,13756000,13756000,0,0,3652.68,0.3516,0.3516,1,0.1282,0.1282,NA,NA,NA,0.0189,0.0102,0.0014,0.0014,4,TRUE,-3.96859335691654,-4.585367558691911,12,0,8.2032169413172,0.0145195159853306,8.2337687092171,4.21872333852829,26.268,72.933,2.69235742380976,11.4709337154407,3.1507257212962,0.298313388097615,39.7,8.44046485932559,41.6986059819676,36.7453019481532,117.000524307404,NA,NA,NA,-1.07437682151794,-0.601379692554474,-0.31161817908287,-0.8835938572883609,-0.7472642064094541,-0.998262107372284,24972.078125,623604685.8811035,35.8,0.808,0.652864,50.5,4.6,7.6,7.79046618715792,1999; 2006; 2008; 2011; 2017,cluster_03
783,Credit Union 'Doveriye' (Amursk),Russia,2012,Eastern Europe and Central Asia,Credit Union/Cooperative,Doveriye (Amursk),2012-12-31,274,1999,1,101857,4,16787061.91,3766,0,0,0,3766,3766,0,0,15950212.91,15950212.91,0,0,4235.32,0.4077,0.4077,0.9725,0.1223,0.1257,0,0,0,0.0047,0.0018,5e-4,5e-4,4,TRUE,-5.360192770266124,-6.319968614080018,13,0,8.35121402647828,0.0511362875752089,8.2337687092171,3.84915193512856,26.209,73.119,2.29079639619755,11.4152854387593,2.92603087775353,0.262090344467383,40.7,5.0747430079915,43.9139602428073,38.253079862823,142.138737839361,NA,NA,NA,-1.05157160758972,-0.533574044704437,-0.34686487913131703,-0.97881817817688,-0.8576212525367741,-0.817712664604187,25933.29296875,672535684.2030182,35.4,0.811,0.657721,50.5,4,7.3,7.79046618715792,1999; 2006; 2008; 2011; 2017,cluster_03
784,Credit Union 'Doveriye' (Amursk),Russia,2013,Eastern Europe and Central Asia,Credit Union/Cooperative,Doveriye (Amursk),2013-12-31,274,1999,1,101857,3,17081082.73,3864,0,0,0,4477,4477,0,0,15084428.22,15084428.22,0,0,3369.32,0.3243,0.3758,1,0.1456,0.1438,0.0019,8.3317,7.7121,0.0217,0.0088,0,0,4,TRUE,-3.830443018435723,-4.733003557497976,14,0,8.12246506773794,0.124308610022809,8.25945819533241,1.53897351738807,26.137,73.225,3.01939794071852,11.0573063367208,2.99360048776678,0.294477155183824,40.9,6.75371026220953,48.0247500537777,38.521884826375,156.610205536243,NA,NA,NA,-1.02038681507111,-0.449865072965622,-0.35747629404068,-1.02217721939087,-0.821557760238647,-0.736093640327454,26332.396484375,693395104.6103249,34.8,0.817,0.667489,51.1,3.5,7,7.79046618715792,1999; 2006; 2008; 2011; 2017,cluster_03
785,Crezcamos S.A.,Colombia,2008,Latin America and The Caribbean,NBFI,Crezcamos,2008-12-31,262,2006,1,102554,4,3723985.77,4587,4586,0,0,5150,5149,0,0,2766189.86,2736084.48,0,0,537.12,0.1153,0.1294,0.9742,0.264,0.0916,0.1704,137.6106,126.5861,0.009,0.0045,0.0105,0.0105,5,TRUE,-4.710530701645918,-5.403677882205863,2,0.0108833382824994,6.2862294358297,0.297323666724273,8.43098149459717,2.08424236302407,22.796,66.959,4.36198391608415,15.3737037145843,6.68738485040519,1.99302697230738,55.3,6.99688495554508,31.3428821283831,14.0275201165451,27.2330534784583,56.3,36.2,69,-0.261542618274689,-0.0219460409134626,0.272389978170395,-0.165922626852989,-0.381235986948013,-1.85346233844757,11507.5258254891,132423150.6242986,52.4,0.716,0.512656,62.16767962,3.8,8.4,8.51709960356755,1998; 2012; 2018,cluster_02
786,Crezcamos S.A.,Colombia,2009,Latin America and The Caribbean,NBFI,Crezcamos,2009-12-31,262,2006,1,102554,5,8289622.98,8148,8148,0,0,9027,9027,0,0,6290577.02,6290577.02,0,0,696.86,0.1495,0.1656,1.0195,0.2743,0.0709,0.1944,183.3411,164.6927,0.0033,0.0019,0.0026,-0.0011,5,TRUE,-5.713832810509703,-6.2659013928097425,3,0,6.54658799526,0.275951686628897,9.0055277773467,0.00166227940896135,22.413,69.82,3.45732401713813,14.7800723322979,6.68974069628809,1.77491436096236,54.3,4.20251661216488,30.058849809334,13.9581935835687,28.6661946803945,56.3,36.2,69.1,-0.337012529373169,-0.300278097391129,0.08828172087669368,-0.149577632546425,-0.367777585983276,-1.83234584331512,11507.7171127214,132427553.14642096,51.3,0.722,0.521284,62.31768905,4.3,8.5,8.51709960356755,1998; 2012; 2018,cluster_02
787,Crezcamos S.A.,Colombia,2010,Latin America and The Caribbean,NBFI,Crezcamos,2010-12-31,262,2006,1,102554,3,25297937.09,25888,0,0,0,27628,27628,0,0,21495064.68,21495064.68,0,0,778.02,0.1281,0.1367,1.1203,0.3315,0.1084,0.1772,174.892,162.396,0.0035,8e-4,0.0011,8e-4,5,TRUE,-5.654992310486769,-7.1308988302963465,4,0,6.65674888677101,0.162899495448817,10.16153481985822,3.32373450571197,22.036,71.297,2.24383028325553,13.9670256956953,6.32485387641068,1.40661736598063,54.6,2.27200227892008,32.3529586377969,13.793989548005,34.9516649424433,56.3,36.2,75.9,-0.42333310842514,-0.121465317904949,0.157253935933113,-0.132357180118561,-0.271385610103607,-1.5371848344802899,11890.2030772166,141376929.2174511,50.9,0.726,0.527076,65.5,4.6,8.3,8.51709960356755,1998; 2012; 2018,cluster_02
788,Crezcamos S.A.,Colombia,2011,Latin America and The Caribbean,NBFI,Crezcamos,2011-12-31,262,2006,1,102554,4,33798833.61,36526,0,0,0,39359,39359,0,0,30652096.55,30652096.55,0,0,778.78,0.1288,0.1388,1.2915,0.3742,0.102,0.1686,159.6433,148.745,0.0187,0.0072,0.0077,0.0077,5,TRUE,-3.9792317551215963,-4.933674252960127,5,0,6.65773167660412,0.097725230334432,10.50577961475199,5.784699765619879,21.665,72.116,4.37298593219031,13.217602576964,6.09169610822214,1.22447853747123,53.5,3.41503344776241,34.9599738877775,14.7585649229987,32.5052616194444,56.3,36.2,75.9,-0.317527681589127,-0.04713315889239309,0.279601454734802,-0.0597142279148102,-0.217361465096474,-1.28465557098389,12578.0156267561,158206477.10692063,50,0.733,0.537289,68,4.1,8.6,8.51709960356755,1998; 2012; 2018,cluster_02
789,Crezcamos S.A.,Colombia,2012,Latin America and The Caribbean,NBFI,Crezcamos,2012-12-31,262,2006,1,102554,5,58558235.33,52857,0,0,0,54959,54959,0,0,51055027.69,51055027.69,0,0,928.97,0.1536,0.1597,1.3007,0.3908,0.0816,0.2016,220.329,207.892,0.0177,0.0088,0.0145,0.0133,5,TRUE,-4.034190639402354,-4.733003557497976,6,0,6.83407185164816,0.137117709443293,10.87534543285874,2.83788902621922,21.299,73.185,4.0547626710472,13.0892848837297,5.58268705354931,1.08343049423298,52.6,3.16930188840063,37.7448515262877,15.0457933767214,36.0541245774664,56.3,36.2,76.7,-0.42229834198951693,2.3364480875898e-4,0.326594680547714,-0.0639913454651833,-0.32591912150383,-1.40181040763855,12934.965751944,167313339.00396422,49.2,0.734,0.538756,68,4,8.4,8.51709960356755,1998; 2012; 2018,cluster_02
790,Crezcamos S.A.,Colombia,2013,Latin America and The Caribbean,NBFI,Crezcamos,2013-12-31,262,2006,1,102554,5,75008379.33,66984,0,0,0,69664,69664,0,0,64675410.68,64675410.68,0,0,928.39,0.1535,0.1596,1.2603,0.4255,0.0731,0.2233,240.7333,231.6098,0.0301,0.0156,0.0222,0.0179,5,TRUE,-3.503230107227307,-4.160484364726646,7,0,6.8334526718853,0.148218753740309,11.11220906388427,4.09826590865887,20.939,72.896,4.24227561438917,12.6623563037308,5.39271495449473,1.16452340976978,52.6,2.01699224310378,39.4836916913458,15.6633761924944,39.5166586014627,56.3,36.2,73.8,-0.44105258584022494,0.0554467886686325,0.339824229478836,-0.0812788382172585,-0.387949466705322,-1.29197180271149,13465.0750436526,181308245.9311961,49,0.746,0.556516,69.6,3.8,8.1,8.51709960356755,1998; 2012; 2018,cluster_02
791,Crezcamos S.A.,Colombia,2014,Latin America and The Caribbean,NBFI,Crezcamos,2014-12-31,262,2006,1,102554,5,72131078.86,73369,0,0,0,77291,77291,0,0,63257448.81,63257448.81,0,0,818.43,0.10780000000000001,0.1136,1.2688,0.4156,0.0661,0.2267,249.2176,237.5709,0.0363,0.0218,0.0225,0.0165,5,TRUE,-3.315937537711332,-3.8258453091870934,8,0,6.70739064808326,0.131272115143818,11.20325678206629,3.51395347912819,20.585,73.13,4.24250535994703,12.2693186420816,5.4469572147442,1.09304610344522,52.6,2.89883787761738,42.3846056970013,15.6472075883702,40.968473816419,56.3,37.7,74,-0.397179245948792,-0.137135624885559,0.444412022829056,-0.0433012023568153,-0.251975983381271,-1.11459410190582,13938.2315166162,194274297.81079316,48.6,0.75,0.5625,70.7,4.1,7.8,8.51709960356755,1998; 2012; 2018,cluster_02
792,Crédito Popular Solidário - São Paulo Confia,Brazil,2008,Latin America and The Caribbean,NGO,São Paulo Confia,2008-12-31,671,2001,1,101714,4,5407551.29,8293,0,8293,0,8293,0,8293,0,3592538.36,0,3592538.36,0,433.2,0.0589,0.0589,1.0349,0.3305,0.0585,0.2399,214.8802,214.8802,0.0303,0.0189,0.0365,0.0365,4,TRUE,-3.4966075664668135,-3.96859335691654,7,1,6.07120251022808,0.408937347059657,9.0231670644512,4.06172216621563,16.251,70.292,2.99066328737284,13.9551769028422,4.56785118332616,0.214797277571294,54,5.67859390284171,45.7822559936968,19.1932198560656,111.840386217912,NA,NA,NA,0.00343736819922924,-0.157496109604836,0.07702741026878358,0.5689857006073,-0.288044780492783,-0.313424706459045,14067.9458125762,197907099.3855802,48.4,0.715,0.511225,56.16436174,3.7,8.8,8.30362317863794,2006; 2014; 2018,cluster_02
793,Crédito Popular Solidário - São Paulo Confia,Brazil,2009,Latin America and The Caribbean,NGO,São Paulo Confia,2009-12-31,671,2001,1,101714,4,6645762.07,9753,0,9753,0,9753,0,9753,0,6147220.11,0,6147220.11,0,630.29,0.0781,0.0781,0.9212,0.3863,0.0664,0.2979,199.001,199.001,0.027,0.0179,0.0649,0.0649,4,TRUE,-3.611918412977808,-4.022954566135428,8,1,6.44618031398713,0.0779794038151872,9.18533020897202,-1.07323833266479,15.956,70.642,1.8884557945289,13.0594621511081,4.47677399182984,0.173312850175054,53.7,4.88803479876804,47.4942898437646,19.187784494669,114.388290176855,NA,NA,NA,-0.079985611140728,-0.158917337656021,0.127607271075249,0.521999180316925,-0.103854693472385,0.163664221763611,13916.9632254971,193681865.41983864,47.8,0.717,0.514089,56.70471222,4.1,8.9,8.30362317863794,2006; 2014; 2018,cluster_02
794,Crédito Popular Solidário - São Paulo Confia,Brazil,2010,Latin America and The Caribbean,NGO,São Paulo Confia,2010-12-31,671,2001,1,101714,4,9578162.05,9049,0,0,0,9049,0,9049,0,7704812.05,0,7704812.05,0,851.45,0.0816,0.0816,1.1001,0.397,0.0529,0.2701,233.071,233.071,0.063,0.0559,0.055,0.0431,4,TRUE,-2.764620552590604,-2.8841908988210836,9,1,6.74694609983656,0.217640645534868,9.11040953335113,6.522816179229269,15.665,69.499,3.72995563638581,12.7218596100155,4.11575648758173,0.139564554210722,NA,5.03872690108066,52.7646576277272,18.6690853377022,118.058788125972,NA,NA,NA,0.0438063591718674,-0.0942155122756958,0.246619865298271,0.571348905563354,0.0564144365489483,0.0134759107604623,14824.7411544273,219772950.29577047,47.4,0.723,0.522729,55.6,4,8.8,8.30362317863794,2006; 2014; 2018,cluster_02
795,Crédito con Educación Rural,Bolivia,2008,Latin America and The Caribbean,NGO,CRECER,2008-12-31,220,1999,1,100490,5,41172193.3,100387,0,0,0,100387,4202,0,96185,37143879.49,2226695.87,0,34917183.62,370.01,0.2534,0.2534,1.4808,0.388,0.0213,0.198,70.2807,70.2807,0.0062,0.0024,0.0083,0.0083,5,TRUE,-5.083205986931091,-6.032286541628237,9,0.940052145856238,5.91352156849193,0.102964102279414,11.51678799578453,4.32817113629997,34.465,73.167,3.07260183321715,11.1684738555863,10.4424041155226,6.80518383772234,50.8,14.0068107702519,34.6926245132721,16.0054548879022,14.2570933807828,37.5,58,58,-0.528391659259796,-0.631037652492523,-0.864422380924225,0.0029617075342685,-0.9785493016242979,-0.696565806865692,6248.93395306159,39049175.54972595,48.6,0.652,0.425104,53.11820997,6.4,8.5,7.74631964822718,2017,cluster_02
796,Crédito con Educación Rural,Bolivia,2009,Latin America and The Caribbean,NGO,CRECER,2009-12-31,220,1999,1,100490,5,50260184.79,102212,8899,0,93313,102212,8899,0,93313,46067523.24,8016523.67,0,38050999.57,450.71,0.2765,0.2765,1.1189,0.3322,0.057,0.2204,99.4528,99.4528,0.0085,0.0068,0.0069,0.006,5,TRUE,-4.767689115485866,-4.990832666800076,10,0.825983184981837,6.11081440797948,0.0871049920860668,11.53480436668867,1.60145645539657,34.016,73.588,2.43967814560444,11.616725705404,11.1524074497311,6.10109847905471,49.2,3.34645420142012,37.0182157363304,18.1160602447564,16.6866626954274,37.5,58,58.2,-0.631416976451874,-0.607502222061157,-0.873411774635315,0.00694658420979977,-1.11391890048981,-0.506110489368439,6349.00790924636,40309901.43167284,47.2,0.658,0.432964,53.57589162,7,8.7,7.74631964822718,2017,cluster_02
